CustomerID,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,Segment
12504.0,17.86666666623205,2,482.04999999999995,4,2,2,422,Potential Loyalist
12506.0,232.16388888889924,1,73.50000000000003,1,1,1,111,Churn Risk
12507.0,133.82013888889924,3,1304.81,2,3,4,234,At Risk
12508.0,25.88402777770534,2,398.27000000000004,4,2,2,422,Potential Loyalist
12509.0,283.9201388885267,1,176.5,1,1,1,111,Churn Risk
12510.0,142.1076388885267,2,982.57,2,2,4,224,Churn Risk
12512.0,65.91319444403052,2,138.03000000000006,3,2,1,321,Regular
12513.0,112.08263888861984,1,612.2900000000001,2,1,3,213,Churn Risk
12514.0,266.8416666663252,1,1017.6800000000002,1,1,4,114,Churn Risk
12515.0,352.87986111082137,1,383.7,1,1,2,112,Churn Risk
12516.0,77.15069444430992,2,1312.06,2,2,4,224,Churn Risk
12517.0,27.9486111109145,5,2502.8399999999983,4,4,5,445,VIP
12518.0,0.10902777779847383,5,2056.8899999999994,5,4,4,544,VIP
12519.0,63.14166666660458,1,340.84,3,1,2,312,Regular
12520.0,78.89374999981374,5,2634.26,2,4,5,245,At Risk
12521.0,142.08263888861984,1,599.6800000000001,2,1,3,213,Churn Risk
12522.0,38.88888888852671,2,192.72000000000003,3,2,1,321,Regular
12523.0,18.996527777519077,11,1789.7700000000007,4,5,4,454,VIP
12524.0,8.888194444123656,8,4485.719999999999,5,5,5,555,VIP
12526.0,0.028472221922129393,3,1316.6600000000005,5,3,4,534,Regular
12527.0,81.03819444403052,3,348.71000000000004,2,3,2,232,At Risk
12528.0,8.92361111100763,6,1933.4800000000007,5,5,4,554,VIP
12530.0,59.0111111109145,4,1662.2799999999993,3,4,4,344,Loyal
12531.0,14.068055555224419,1,125.22,4,1,1,411,Potential Loyalist
12532.0,29.96041666623205,1,349.83,4,1,2,412,Potential Loyalist
12534.0,130.09999999962747,1,1089.18,2,1,4,214,Churn Risk
12535.0,91.16805555531755,2,716.3500000000001,2,2,3,223,Churn Risk
12536.0,42.9375,3,12601.830000000005,3,3,5,335,Regular
12538.0,28.81527777761221,1,363.95,4,1,2,412,Potential Loyalist
12539.0,21.97222222201526,4,5568.349999999995,4,4,5,445,VIP
12540.0,19.054861111100763,17,13400.23999999999,4,5,5,455,VIP
12541.0,29.090277777519077,3,981.1800000000002,4,3,4,434,Regular
12544.0,35.85763888852671,1,372.7,3,1,2,312,Regular
12545.0,74.96597222192213,2,1000.3899999999999,2,2,4,224,Churn Risk
12546.0,46.02847222192213,2,1161.5,3,2,4,324,Regular
12547.0,197.0083333333023,2,207.8,1,2,1,121,Churn Risk
12548.0,165.88541666651145,1,95.19999999999999,2,1,1,211,Churn Risk
12550.0,78.92708333302289,1,964.8299999999994,2,1,4,214,Churn Risk
12551.0,357.0604166663252,1,168.0,1,1,1,111,Churn Risk
12552.0,38.11666666623205,2,437.81999999999994,3,2,2,322,Regular
12553.0,7.841666666325182,10,3692.280000000001,5,5,5,555,VIP
12556.0,49.98888888861984,2,603.7099999999997,3,2,3,323,Regular
12557.0,15.82708333292976,5,11990.96,4,4,5,445,VIP
12558.0,7.089583333116025,1,269.96000000000004,5,1,2,512,Potential Loyalist
12559.0,310.12569444440305,2,561.7099999999999,1,2,3,123,Churn Risk
12560.0,4.955555555410683,3,2134.01,5,3,5,535,Regular
12561.0,302.0493055554107,1,238.85,1,1,1,111,Churn Risk
12562.0,7.8125,7,3781.7400000000025,5,5,5,555,VIP
12564.0,260.9131944440305,1,456.9000000000001,1,1,2,112,Churn Risk
12565.0,288.09444444440305,1,145.92,1,1,1,111,Churn Risk
12566.0,85.93055555550382,1,351.65000000000003,2,1,2,212,Churn Risk
12567.0,22.074999999720603,10,9401.279999999993,4,5,5,455,VIP
12569.0,1.851388888899237,32,4124.69,5,5,5,555,VIP
12571.0,39.1048611109145,2,519.6099999999999,3,2,3,323,Regular
12572.0,8.145833333022892,2,1020.4200000000003,5,2,4,524,Potential Loyalist
12573.0,226.87361111072823,1,160.54,1,1,1,111,Churn Risk
12574.0,315.1458333330229,1,218.45000000000002,1,1,1,111,Churn Risk
12576.0,35.11041666660458,5,1315.8299999999997,3,4,4,344,Loyal
12577.0,34.97638888889924,3,657.8000000000003,3,3,3,333,Regular
12578.0,20.97222222201526,2,2794.5099999999993,4,2,5,425,Potential Loyalist
12579.0,77.81597222201526,1,440.41999999999996,2,1,2,212,Churn Risk
12580.0,246.10138888889924,1,415.7,1,1,2,112,Churn Risk
12581.0,39.16249999962747,1,197.70999999999998,3,1,1,311,Regular
12582.0,238.1701388885267,2,511.3599999999999,1,2,3,123,Churn Risk
12583.0,2.1965277777053416,15,7281.379999999993,5,5,5,555,VIP
12584.0,3.1354166665114462,9,2338.1499999999996,5,5,5,555,VIP
12585.0,233.96597222192213,2,2040.099999999999,1,2,4,124,Churn Risk
12586.0,16.851388888899237,1,196.94,4,1,1,411,Potential Loyalist
12587.0,7.002083333209157,1,144.0,5,1,1,511,Potential Loyalist
12588.0,38.90902777761221,1,214.9,3,1,1,311,Regular
12589.0,28.1048611109145,2,646.6800000000001,4,2,3,423,Potential Loyalist
12590.0,210.91527777770534,2,9864.260000000004,1,2,5,125,Churn Risk
12591.0,316.9270833330229,1,452.84999999999985,1,1,2,112,Churn Risk
12592.0,91.90694444440305,2,437.59999999999997,2,2,2,222,Churn Risk
12593.0,108.00486111082137,3,418.09999999999997,2,3,2,232,At Risk
12594.0,37.02083333302289,10,3338.2199999999984,3,5,5,355,Loyal
12596.0,50.99166666623205,2,618.27,3,2,3,323,Regular
12597.0,18.970138888806105,4,3811.2200000000016,4,4,5,445,VIP
12598.0,9.022222221828997,8,3023.079999999999,5,5,5,555,VIP
12599.0,28.969444444403052,7,1032.5800000000006,4,5,4,454,VIP
12600.0,28.097916666418314,10,2599.0400000000004,4,5,5,455,VIP
12601.0,189.1062499997206,5,577.0600000000001,1,4,3,143,At Risk
12602.0,58.061111110728234,1,153.12000000000003,3,1,1,311,Regular
12603.0,21.088888888712972,1,739.1999999999999,4,1,3,413,Potential Loyalist
12604.0,78.94583333330229,2,254.17999999999995,2,2,2,222,Churn Risk
12607.0,59.86388888861984,1,1579.51,3,1,4,314,Regular
12609.0,77.84444444440305,3,1126.8500000000001,2,3,4,234,At Risk
12610.0,22.1361111109145,5,2099.540000000001,4,4,5,445,VIP
12611.0,51.984722222201526,1,1193.32,3,1,4,314,Regular
12612.0,73.88541666651145,1,704.0400000000001,2,1,3,213,Churn Risk
12613.0,56.910416666418314,5,3344.3799999999983,3,4,5,345,Loyal
12614.0,277.10277777770534,1,315.59999999999997,1,1,2,112,Churn Risk
12615.0,1.908333333209157,4,2291.1900000000005,5,4,5,545,VIP
12616.0,94.89791666623205,2,713.3,2,2,3,223,Churn Risk
12617.0,28.924305555410683,1,355.5300000000002,4,1,2,412,Potential Loyalist
12618.0,21.069444444030523,1,177.31,4,1,1,411,Potential Loyalist
12619.0,15.915277777705342,9,3641.2400000000002,4,5,5,455,VIP
12620.0,14.104166666511446,3,1339.4099999999999,4,3,4,434,Regular
12621.0,1.059027777519077,20,13689.67,5,5,5,555,VIP
12622.0,231.84097222192213,1,180.09999999999997,1,1,1,111,Churn Risk
12623.0,275.9583333330229,1,305.1,1,1,2,112,Churn Risk
12624.0,105.90694444440305,2,641.1300000000001,2,2,3,223,Churn Risk
12625.0,211.12222222192213,2,2683.8199999999997,1,2,5,125,Churn Risk
12626.0,22.86388888861984,9,6620.479999999998,4,5,5,455,VIP
12627.0,10.029861110728234,7,4478.53,5,5,5,555,VIP
12628.0,3.982638888526708,3,786.4599999999998,5,3,3,533,Regular
12630.0,9.084722221828997,2,1270.8799999999999,5,2,4,524,Potential Loyalist
12631.0,56.956249999813735,1,640.5000000000002,3,1,3,313,Regular
12633.0,58.04861111100763,4,2163.9799999999996,3,4,5,345,Loyal
12635.0,89.0736111109145,2,1689.18,2,2,4,224,Churn Risk
12637.0,66.96111111110076,8,6021.900000000001,3,5,5,355,Loyal
12638.0,32.98541666660458,1,671.69,3,1,3,313,Regular
12639.0,238.0013888888061,1,486.1,1,1,2,112,Churn Risk
12640.0,23.04027777770534,3,1174.58,4,3,4,434,Regular
12641.0,114.97499999962747,1,185.9,2,1,1,211,Churn Risk
12642.0,24.907638888806105,3,1013.26,4,3,4,434,Regular
12643.0,127.99583333311602,6,3344.6400000000003,2,5,5,255,At Risk
12644.0,129.0951388888061,1,477.9100000000001,2,1,2,212,Churn Risk
12645.0,33.00833333330229,4,1775.1800000000005,3,4,4,344,Loyal
12646.0,4.10833333292976,2,1346.9700000000003,5,2,4,524,Potential Loyalist
12647.0,21.995833333116025,12,3722.820000000001,4,5,5,455,VIP
12648.0,154.03819444403052,1,318.05,2,1,2,212,Churn Risk
12649.0,106.92291666660458,3,623.5099999999999,2,3,3,233,At Risk
12650.0,2.8444444444030523,1,314.44,5,1,2,512,Potential Loyalist
12651.0,334.0027777776122,1,114.00000000000003,1,1,1,111,Churn Risk
12652.0,330.90972222201526,1,919.9799999999998,1,1,3,113,Churn Risk
12653.0,148.08958333311602,2,2209.8500000000004,2,2,5,225,Churn Risk
12654.0,10.11111111100763,5,601.98,5,4,3,543,Loyal
12656.0,16.963888888712972,5,4051.170000000002,4,4,5,445,VIP
12657.0,10.877083333209157,4,1643.18,5,4,4,544,VIP
12658.0,18.10277777770534,1,686.0500000000001,4,1,3,413,Potential Loyalist
12659.0,29.03958333330229,1,91.68,4,1,1,411,Potential Loyalist
12660.0,10.974999999627471,1,245.10000000000002,5,1,1,511,Potential Loyalist
12662.0,0.03541666641831398,11,3849.7799999999984,5,5,5,555,VIP
12664.0,7.821527777705342,9,4881.879999999999,5,5,5,555,VIP
12665.0,324.17777777742594,1,63.0,1,1,1,111,Churn Risk
12667.0,57.82638888852671,1,620.13,3,1,3,313,Regular
12668.0,11.079166666604578,4,3807.150000000002,5,4,5,545,VIP
12669.0,150.12222222192213,3,2744.0300000000007,2,3,5,235,At Risk
12670.0,9.893749999813735,5,2996.0500000000006,5,4,5,545,VIP
12672.0,329.1458333330229,1,225.9,1,1,1,111,Churn Risk
12673.0,4.954861111007631,2,610.52,5,2,3,523,Potential Loyalist
12674.0,38.02638888871297,4,1970.6000000000006,3,4,4,344,Loyal
12676.0,24.01736111100763,6,1331.3900000000006,4,5,4,454,VIP
12678.0,41.990277777425945,12,17628.460000000003,3,5,5,355,Loyal
12679.0,58.01388888852671,4,1113.0200000000002,3,4,4,344,Loyal
12680.0,0.0,4,862.81,5,4,3,543,Loyal
12681.0,14.053472221828997,22,13787.54,4,5,5,455,VIP
12682.0,3.1180555555038154,31,12288.219999999998,5,5,5,555,VIP
12683.0,3.8465277776122093,15,8476.569999999998,5,5,5,555,VIP
12684.0,7.122916666325182,7,2283.6299999999997,5,5,5,555,VIP
12685.0,27.961111111100763,6,2863.0800000000004,4,5,5,455,VIP
12686.0,371.1243055551313,1,89.14,1,1,1,111,Churn Risk
12688.0,113.1673611109145,1,4873.810000000005,2,1,5,215,Churn Risk
12689.0,25.179861111100763,2,1247.61,4,2,4,424,Potential Loyalist
12690.0,205.15347222192213,1,389.00999999999993,1,1,2,112,Churn Risk
12691.0,27.834027777425945,6,1035.8,4,5,4,454,VIP
12693.0,126.7909722221084,4,855.9099999999997,2,4,3,243,At Risk
12694.0,69.98888888861984,2,869.6699999999998,3,2,3,323,Regular
12695.0,6.977777777705342,4,582.1,5,4,3,543,Loyal
12697.0,28.168749999720603,3,957.5899999999999,4,3,4,434,Regular
12700.0,7.0854166662320495,4,4939.990000000006,5,4,5,545,VIP
12701.0,79.08541666623205,2,797.7099999999999,2,2,3,223,Churn Risk
12702.0,19.093055555131286,1,219.0,4,1,1,411,Potential Loyalist
12703.0,70.79027777770534,1,283.54999999999995,3,1,2,312,Regular
12704.0,6.982638888526708,8,2340.84,5,5,5,555,VIP
12705.0,14.981249999720603,9,6868.290000000003,4,5,5,455,VIP
12707.0,291.17499999981374,1,603.42,1,1,3,113,Churn Risk
12708.0,29.123611110728234,10,2712.9100000000008,4,5,5,455,VIP
12709.0,14.88333333330229,15,9736.519999999991,4,5,5,455,VIP
12710.0,96.03472222201526,3,1149.0200000000007,2,3,4,234,At Risk
12712.0,28.188194444403052,13,4396.129999999999,4,5,5,455,VIP
12713.0,0.023611111100763083,1,848.5499999999998,5,1,3,513,Potential Loyalist
12714.0,8.879861110821366,5,4708.859999999994,5,4,5,545,VIP
12715.0,105.89444444421679,1,353.85999999999996,2,1,2,212,Churn Risk
12716.0,3.1631944440305233,2,1053.4899999999996,5,2,4,524,Potential Loyalist
12717.0,150.9187499997206,2,1030.98,2,2,4,224,Churn Risk
12718.0,70.84166666632518,1,238.25000000000003,3,1,1,311,Regular
12719.0,4.961805555503815,2,644.9499999999999,5,2,3,523,Potential Loyalist
12720.0,2.199305555317551,25,5781.730000000001,5,5,5,555,VIP
12721.0,31.02569444430992,6,2656.130000000001,4,5,5,455,VIP
12722.0,84.91666666651145,4,997.6299999999999,2,4,4,244,At Risk
12723.0,3.1048611109144986,5,725.0699999999998,5,4,3,543,Loyal
12724.0,4.8666666662320495,4,1031.4099999999999,5,4,4,544,VIP
12725.0,370.87847222201526,1,427.79999999999995,1,1,2,112,Churn Risk
12726.0,27.96875,7,2609.1000000000004,4,5,5,455,VIP
12727.0,10.044444444123656,7,3980.7000000000003,5,5,5,555,VIP
12728.0,70.88819444412366,4,836.3299999999999,3,4,3,343,Loyal
12729.0,113.04861111100763,1,453.0100000000001,2,1,2,212,Churn Risk
12731.0,23.035416666418314,12,18895.910000000003,4,5,5,455,VIP
12732.0,179.053472221829,1,236.2600000000001,1,1,1,111,Churn Risk
12733.0,233.8548611109145,1,383.95,1,1,2,112,Churn Risk
12734.0,352.00208333320916,1,110.39999999999999,1,1,1,111,Churn Risk
12735.0,314.96736111072823,2,779.5699999999998,1,2,3,123,Churn Risk
12736.0,332.2034722222015,1,234.00000000000003,1,1,1,111,Churn Risk
12738.0,371.7659722222015,1,155.35,1,1,1,111,Churn Risk
12739.0,77.99305555550382,2,1013.0400000000001,2,2,4,224,Churn Risk
12740.0,63.08749999990687,1,427.5999999999999,3,1,2,312,Regular
12743.0,133.8534722221084,2,546.4299999999997,2,2,3,223,Churn Risk
12744.0,51.063888888806105,7,21279.289999999994,3,5,5,355,Loyal
12747.0,1.9277777774259448,11,4196.010000000001,5,5,5,555,VIP
12748.0,0.020833333022892475,209,33719.730000000316,5,5,5,555,VIP
12749.0,3.1208333331160247,5,4090.880000000001,5,4,5,545,VIP
12750.0,128.15069444430992,1,275.88,2,1,2,212,Churn Risk
12752.0,80.97083333320916,1,4366.779999999999,2,1,5,215,Churn Risk
12753.0,22.081944444216788,6,21429.39,4,5,5,455,VIP
12754.0,235.15972222201526,3,3010.74,1,3,5,135,At Risk
12755.0,280.0055555552244,2,3811.9499999999994,1,2,5,125,Churn Risk
12756.0,86.13819444412366,1,112.08000000000001,2,1,1,211,Churn Risk
12757.0,15.013888888526708,13,7857.099999999999,4,5,5,455,VIP
12758.0,116.10277777770534,2,2791.590000000001,2,2,5,225,Churn Risk
12759.0,51.9173611109145,3,1531.4400000000007,3,3,4,334,Regular
12762.0,7.102083333302289,2,1898.5200000000004,5,2,4,524,Potential Loyalist
12763.0,137.94305555522442,2,494.08,2,2,3,223,Churn Risk
12764.0,316.1048611109145,1,1693.8800000000003,1,1,4,114,Churn Risk
12766.0,3.1694444441236556,7,6989.629999999999,5,5,5,555,VIP
12769.0,238.10069444403052,1,1143.6000000000001,1,1,4,114,Churn Risk
12770.0,210.13680555531755,1,1351.4499999999998,1,1,4,114,Churn Risk
12772.0,59.146527777425945,1,892.4700000000004,3,1,3,313,Regular
12775.0,16.845138888806105,5,1386.0400000000004,4,4,4,444,VIP
12778.0,19.055555555503815,6,822.2300000000001,4,5,3,453,Loyal
12779.0,37.046527777798474,8,3981.360000000003,3,5,5,355,Loyal
12781.0,63.092361110728234,2,826.7400000000001,3,2,3,323,Regular
12782.0,4.148611111100763,5,2330.9200000000014,5,4,5,545,VIP
12783.0,1.8708333331160247,6,2225.91,5,5,5,555,VIP
12784.0,8.88333333330229,2,574.42,5,2,3,523,Potential Loyalist
12785.0,363.959722221829,1,311.95,1,1,2,112,Churn Risk
12787.0,9.17083333292976,3,463.65999999999997,5,3,2,532,Regular
12789.0,64.96944444440305,1,91.85000000000001,3,1,1,311,Regular
12790.0,191.9416666664183,1,324.9200000000001,1,1,2,112,Churn Risk
12791.0,373.057638888713,1,192.60000000000002,1,1,1,111,Churn Risk
12792.0,256.05138888861984,1,400.54,1,1,2,112,Churn Risk
12793.0,334.026388888713,2,545.48,1,2,3,123,Churn Risk
12794.0,52.91388888889924,2,860.4099999999999,3,2,3,323,Regular
12795.0,18.09930555522442,1,430.4800000000001,4,1,2,412,Potential Loyalist
12797.0,365.07986111100763,1,254.03,1,1,2,112,Churn Risk
12798.0,9.873611110728234,3,6977.039999999999,5,3,5,535,Regular
12802.0,186.1347222221084,1,427.5799999999999,1,1,2,112,Churn Risk
12808.0,36.11458333302289,3,483.65000000000015,3,3,2,332,Regular
12809.0,177.08263888861984,1,489.31,2,1,2,212,Churn Risk
12811.0,260.1305555552244,3,514.85,1,3,3,133,At Risk
12812.0,44.12222222192213,1,229.63999999999993,3,1,1,311,Regular
12814.0,101.02708333311602,1,125.92,2,1,1,211,Churn Risk
12815.0,147.1034722221084,2,1063.46,2,2,4,224,Churn Risk
12816.0,95.00624999962747,2,572.2,2,2,3,223,Churn Risk
12817.0,280.84861111082137,1,166.04,1,1,1,111,Churn Risk
12818.0,261.0305555551313,1,1542.08,1,1,4,114,Churn Risk
12820.0,2.9013888887129724,4,942.3399999999999,5,4,4,544,VIP
12821.0,213.8743055551313,1,92.72,1,1,1,111,Churn Risk
12822.0,70.11527777742594,2,948.8799999999999,3,2,4,324,Regular
12823.0,74.21875,5,1759.5,2,4,4,244,At Risk
12824.0,59.00069444440305,1,397.11999999999995,3,1,2,312,Regular
12826.0,2.1006944440305233,7,1474.7199999999993,5,5,4,554,VIP
12827.0,5.0229166662320495,3,430.15,5,3,2,532,Regular
12828.0,2.170138888526708,6,1018.7100000000003,5,5,4,554,VIP
12829.0,336.06736111082137,2,293.0,1,2,2,122,Churn Risk
12830.0,37.03888888889924,6,6814.640000000001,3,5,5,355,Loyal
12831.0,261.99166666623205,1,215.05,1,1,1,111,Churn Risk
12832.0,31.97222222201526,2,383.03000000000003,4,2,2,422,Potential Loyalist
12833.0,144.96111111110076,1,417.37999999999994,2,1,2,212,Churn Risk
12834.0,282.12569444440305,1,312.38,1,1,2,112,Churn Risk
12836.0,58.90277777751908,4,2612.8599999999988,3,4,5,345,Loyal
12837.0,172.8631944442168,1,134.1,2,1,1,211,Churn Risk
